station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
66dc0c53-0aca-11e7-82f6-3863bb44ef7c,Carlton Ave & Park Ave,4732.04,40.69580705,-73.97355569,71,"KEY, CREDITCARD",23,false,21,1,0,0,true,true,true,false,2024-03-07 00:07:18.000000 UTC
dfb8b9c8-3006-4b76-963a-95f7471dc0a8,Dahill Rd & 12 Ave,3208.07,40.646037,-73.980963,71,"KEY, CREDITCARD",22,false,21,1,0,0,true,true,true,false,2024-03-07 00:06:52.000000 UTC
66dde76a-0aca-11e7-82f6-3863bb44ef7c,E 98 St & Park Ave,7443.17,40.78813,-73.95206,71,"KEY, CREDITCARD",25,false,22,3,0,0,true,true,true,false,2024-03-07 00:06:26.000000 UTC
1815968422007427668,Schenectady Ave & Cortelyou Rd,3155.01,40.64535,-73.93268,0,"KEY, CREDITCARD",22,false,22,0,0,0,true,true,true,false,2024-03-07 00:06:56.000000 UTC
1815968026870435892,Brooklyn Ave & Snyder Ave,3278.07,40.64915,-73.94368,0,"KEY, CREDITCARD",22,false,22,0,0,0,true,true,true,false,2024-03-07 00:06:51.000000 UTC
1861681435029604706,W 230 St & Marble Hill Ave,8806.01,40.87807,-73.90796,0,"KEY, CREDITCARD",23,false,22,1,0,0,true,true,true,false,2024-03-07 00:07:18.000000 UTC
38975061-0d90-43a3-87c1-8905b374d5d9,Lexington Ave & E 128 St,7716.19,40.806414,-73.936085,71,"KEY, CREDITCARD",24,false,22,2,0,0,true,true,true,false,2024-03-07 00:07:23.000000 UTC
5b0b689f-9bd2-4743-b4cc-d4629a9a709b,52 St & 1 Ave,3253.01,40.649292,-74.020105,71,"KEY, CREDITCARD",22,false,22,0,0,0,true,true,true,false,2024-03-07 00:06:23.000000 UTC
1814907277023901890,Cortelyou Rd & Argyle Rd,2984.04,40.64034,-73.96603,0,"KEY, CREDITCARD",25,false,22,2,0,0,true,true,true,false,2024-03-07 00:07:20.000000 UTC
ebae0b66-e463-4ded-9b7a-43c0aca9b37a,Morris Ave & E 142 St,7821.01,40.814469,-73.924963,71,"KEY, CREDITCARD",23,false,23,0,0,0,true,true,true,false,2024-03-07 00:05:46.000000 UTC
1843486667668726558,Queens Blvd & Broadway,5930.02,40.73672,-73.87728,0,"KEY, CREDITCARD",25,false,23,1,0,0,true,true,true,false,2024-03-07 00:06:47.000000 UTC
66de103b-0aca-11e7-82f6-3863bb44ef7c,Dwight St & Van Dyke St,3981.10,40.673635513415043,-74.011955559253693,71,"KEY, CREDITCARD",23,false,23,0,0,0,true,true,true,false,2024-03-07 00:06:35.000000 UTC
5b4a4b20-539b-47c1-9228-1f1f124b3ec9,4 Ave & 26 St,3596.04,40.660079,-73.998633,71,"KEY, CREDITCARD",24,false,23,1,0,0,true,true,true,false,2024-03-07 00:07:24.000000 UTC
d837d1b0-8f80-4f6c-ae45-5dd0deec6977,33 St & 47 Ave,6185.04,40.74283,-73.9321,71,"KEY, CREDITCARD",24,false,24,0,0,0,true,true,true,false,2024-03-07 00:06:26.000000 UTC
bb07a569-cc74-439e-b424-916c0304f136,2 Ave & E 125 St,7648.16,40.802554,-73.933509,71,"KEY, CREDITCARD",30,false,24,5,0,0,true,true,true,false,2024-03-07 00:07:27.000000 UTC
1846086768160082632,99 St & 58 Ave,5987.03,40.73761,-73.85959,0,"KEY, CREDITCARD",25,false,24,1,0,0,true,true,true,false,2024-03-07 00:05:50.000000 UTC
66de677e-0aca-11e7-82f6-3863bb44ef7c,E 106 St & Lexington Ave,7504.18,40.791976,-73.945993,71,"KEY, CREDITCARD",27,false,25,2,0,0,true,true,true,false,2024-03-07 00:06:02.000000 UTC
66de43a5-0aca-11e7-82f6-3863bb44ef7c,E 106 St & Madison Ave,7528.31,40.7934337,-73.94945003,71,"KEY, CREDITCARD",25,false,25,0,0,0,true,true,true,false,2024-03-07 00:07:01.000000 UTC
2ad41c1f-5636-4a63-ad52-761e2613061a,53 St & 4 Ave,3169.07,40.644862,-74.014531,71,"KEY, CREDITCARD",25,false,25,0,0,0,true,true,true,false,2024-03-07 00:06:20.000000 UTC
1862787688044743624,Boston Rd & West Farms Rd,8212.01,40.83998,-73.8806,0,"KEY, CREDITCARD",25,false,25,0,0,0,true,true,true,false,2024-03-07 00:07:25.000000 UTC
1856767555236917834,57 Ave & 98 Pl,6028.01,40.73802,-73.86103,0,"KEY, CREDITCARD",25,false,25,0,0,0,true,true,true,false,2024-03-07 00:06:54.000000 UTC
b471c112-1770-4dfe-9e13-fe7479dcb5a5,Intervale Ave & Westchester Ave,7948.10,40.821967,-73.896752,71,"KEY, CREDITCARD",27,false,26,1,0,0,true,true,true,false,2024-03-07 00:06:21.000000 UTC
66de0861-0aca-11e7-82f6-3863bb44ef7c,E 95 St & 3 Ave,7365.13,40.7849032,-73.950503,71,"KEY, CREDITCARD",31,false,28,1,0,0,true,true,true,false,2024-03-07 00:06:04.000000 UTC
15cb007b-bfca-4ad7-bfc6-44bf3d36785a,Jerome Ave & W 177 St,8362.09,40.850121,-73.910765,71,"KEY, CREDITCARD",29,false,28,1,0,0,true,true,true,false,2024-03-07 00:06:14.000000 UTC
66db69d0-0aca-11e7-82f6-3863bb44ef7c,3 Ave & Schermerhorn St,4437.01,40.68683208,-73.9796772,71,"KEY, CREDITCARD",35,false,28,5,0,1,true,true,true,false,2024-03-07 00:07:04.000000 UTC
66db460d-0aca-11e7-82f6-3863bb44ef7c,Maiden Ln & Pearl St,5065.10,40.70706456,-74.00731853,71,"KEY, CREDITCARD",29,false,28,1,0,0,true,true,true,false,2024-03-07 00:06:58.000000 UTC
46dca5c6-7bd3-4a4f-aa1e-33aa66652294,30 St & 48 Ave,6076.02,40.7413272,-73.937999,71,"KEY, CREDITCARD",29,false,29,0,0,0,true,true,true,false,2024-03-07 00:06:26.000000 UTC
80969478-8dbc-42e1-8e16-ac0132a431c2,E 8 St & Caton Ave,3272.01,40.648055,-73.972432,71,"KEY, CREDITCARD",30,false,30,0,0,0,true,true,true,false,2024-03-07 00:05:58.000000 UTC
9459fca8-b044-4ed1-8f2c-c5db11ba868f,Botanical Sq & Webster Ave,8646.02,40.86814,-73.88145,71,"KEY, CREDITCARD",32,false,31,1,0,0,true,true,true,false,2024-03-07 00:06:08.000000 UTC
5faf99b8-9046-450f-9d2a-d13279b3d016,Hoboken Ave at Monmouth St,JC105,40.735208380453571,-74.046963751316071,70,"KEY, CREDITCARD",32,false,31,1,0,0,true,true,true,false,2024-03-07 00:06:54.000000 UTC
1848241425697670086,Queens Blvd & 56 Ave,5887.03,40.73481,-73.87431,0,"KEY, CREDITCARD",38,false,35,3,0,0,true,true,true,false,2024-03-07 00:05:53.000000 UTC
66dd42eb-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 68 St,6822.09,40.76500525,-73.95818491,71,"KEY, CREDITCARD",62,false,38,7,0,21,true,true,true,false,2024-03-07 00:06:32.000000 UTC
4168e5a4-c7ec-4045-bfc8-84ac5edbe845,E 1 St & Bowery,5636.13,40.724861222548192,-73.992131352424622,71,"KEY, CREDITCARD",44,false,42,1,0,0,true,true,true,false,2024-03-07 00:06:50.000000 UTC
9b0c2c99-214f-4e15-b476-1626c03a9e4e,Washington St & Laight St,5509.02,40.72231,-74.0106,71,"KEY, CREDITCARD",43,false,42,1,0,0,true,true,true,false,2024-03-07 00:06:57.000000 UTC
